Evo_Bichat_3_030_T0	Evo_Bichat_1_019_T0	Evo_Bichat_2_006_T1	Evo_Bichat_1_025_T1	Evo_Bichat_3_015_T0	Evo_Utrecht_cin_209_A	Evo_Bichat_2_006_T0	Evo_Utrecht_cin_169_B	Evo_Bichat_1_022_T1	Evo_Utrecht_cin_163_B	Evo_Bichat_1_011_bis_T1	Evo_Utrecht_cin_164_A	Evo_Bichat_3_030_T1	Evo_Utrecht_cin_319_C	Evo_Bichat_3_029_T1	Evo_Bichat_3_032_T1	Evo_Bichat_3_008_T1	Evo_Bichat_3_031_T1	Evo_Utrecht_cin_309_A	Evo_Bichat_1_014_T0	Evo_Utrecht_cin_163_C	Evo_Utrecht_XZ_025	Evo_Utrecht_cin_108_B	Evo_Utrecht_cin_164_D	Evo_Bichat_3_016_T1	Evo_Bichat_3_034_T1	Evo_Utrecht_cin_108_D	Evo_Bichat_1_022_T2	Evo_Utrecht_cin_180_B	Evo_Bichat_3_028_T1	Evo_Utrecht_cin_120_F	Evo_Utrecht_XZ_004	Evo_Utrecht_cin_233_B	Evo_Bichat_3_024_T0	Evo_Madrid_EFQ_2	Evo_Utrecht_cin_305_A	Evo_Bichat_3_011_T0	Evo_Madrid_EFQ_25	Evo_Bichat_3_012_T0	Evo_Madrid_EFQ_10	Evo_Bichat_3_031_T0	Evo_Bichat_3_015_T1	Evo_Bichat_3_009_T1	Evo_Utrecht_cin_291_A	Evo_Bichat_3_032_T0	Evo_Utrecht_cin_306_A	Evo_Bichat_3_036_T0	Evo_Bichat_3_028_T0	Evo_Bichat_3_026_T1	Evo_Bichat_1_003_T1	Evo_Utrecht_cin_228_D	Evo_Bichat_3_036_T1	Evo_Utrecht_cin_108_A	Evo_Madrid_EFQ_15	Evo_Bichat_3_012_T1	Evo_Bichat_3_016_T0	Evo_Utrecht_cin_228_C	Evo_Madrid_EFQ_31	Evo_Bichat_1_014_T2	Evo_Bichat_1_012_T0	Evo_Bichat_3_021_T0	Evo_Bichat_3_034_T0	Evo_Madrid_EFQ_6	Evo_Bichat_1_016_T2	Evo_Bichat_1_003_T2	Evo_Utrecht_cin_180_A	Evo_Utrecht_XZ_028	Evo_Bichat_3_007_T1	Evo_Madrid_EFQ_3	Evo_Bichat_1_024_T1	Evo_Utrecht_XZ_033	Evo_Utrecht_cin_236_B	Evo_Bichat_3_024_T1	Evo_Utrecht_cin_197_A	Evo_Utrecht_cin_325_B	Evo_Utrecht_cin_169_C	Evo_Utrecht_XZ_030	Evo_Bichat_1_019_T2	Evo_Bichat_3_013_T0	Evo_Utrecht_cin_213_A	Evo_Utrecht_cin_108_C	Evo_Bichat_1_010_T2	Evo_Utrecht_XZ_034	Evo_Bichat_1_025_T0	Evo_Utrecht_cin_210_C	Evo_Utrecht_cin_319_B	Evo_Utrecht_XZ_032	Evo_Utrecht_cin_120_A	Evo_Bichat_3_025_T1	Evo_Bichat_3_008_T0	Evo_Bichat_1_026_T1	Evo_Bichat_3_007_T0	Evo_Utrecht_cin_236_A	Evo_Bichat_2_007_T1	Evo_Madrid_EFQ_7	Evo_Madrid_EFQ_34	Evo_Madrid_EFQ_5	Evo_Utrecht_XZ_001	Evo_Bichat_3_026_T0	Evo_Bichat_1_001_T1	Evo_Madrid_EFQ_11	Evo_Utrecht_XZ_036	Evo_Utrecht_cin_306_B	Evo_Bichat_1_012_T1	Evo_Bichat_3_021_T1	Evo_Bichat_1_011_bis_T2	Evo_Madrid_EFQ_27	Evo_Utrecht_cin_197_C	Evo_Madrid_EFQ_35	Evo_Madrid_EFQ_29	Evo_Bichat_2_007_T0	Evo_Bichat_3_009_T0	Evo_Utrecht_cin_108_E	Evo_Bichat_3_014_T0	Evo_Bichat_1_016_T0	Evo_Madrid_EFQ_26	Evo_Utrecht_XZ_014	Evo_Madrid_EFQ_36	Evo_Bichat_1_024_T2	Evo_Bichat_3_013_T1	Evo_Bich_3_007_T0	Evo_Bichat_1_016_T1	Evo_Utrecht_cin_213_C	Evo_Bichat_1_010_T0	Evo_Utrecht_cin_105_C_3	Evo_Utrecht_cin_164_B	Evo_Utrecht_XZ_016	Evo_Bichat_3_025_T0	Evo_Bichat_1_024_T0	Evo_Bichat_1_003_T0	Evo_Madrid_EFQ_9	Evo_Utrecht_XZ_017	Evo_Bichat_1_022_T0	Evo_Madrid_EFQ_33	Evo_Utrecht_cin_228_A	Evo_Bichat_3_011_T1	Evo_Madrid_EFQ_8	Evo_Madrid_EFQ_32	Evo_Madrid_EFQ_24	Evo_Utrecht_cin_120_G	Evo_Utrecht_cin_169_A	Evo_Utrecht_XZ_005	Evo_Utrecht_cin_210_A	Evo_Bichat_3_017_T1	Evo_Madrid_EFQ_30	Evo_Madrid_EFQ_17	Evo_Utrecht_XZ_015	Evo_Bichat_1_001_T0	Evo_Utrecht_cin_105_B_1	Evo_Madrid_EFQ_19	Evo_Madrid_EFQ_16	Evo_Utrecht_cin_233_A	Evo_Madrid_EFQ_13	Evo_Utrecht_cin_105_A_4	Evo_Madrid_EFQ_4	Evo_Utrecht_XZ_018	Evo_Utrecht_cin_165_C	Evo_Madrid_EFQ_28	Evo_Madrid_EFQ_1	Evo_Utrecht_cin_165_A	Evo_Madrid_EFQ_12	Evo_Utrecht_cin_105_D	Evo_Utrecht_cin_342_B	Evo_Utrecht_XZ_035	Evo_Utrecht_XZ_024	Evo_Madrid_EFQ_23	Evo_Utrecht_XZ_026	Evo_Utrecht_XZ_027	Evo_Utrecht_XZ_031	Evo_Utrecht_cin_165_D	Evo_Utrecht_XZ_029	Evo_Utrecht_cin_120_E	Evo_Utrecht_cin_228_B	Evo_Utrecht_cin_120_H	Evo_Utrecht_XZ_007	Evo_Utrecht_XZ_022	Evo_Bichat_1_010_T1	Evo_Bichat_1_026_T0	Evo_Utrecht_XZ_023	Evo_Utrecht_XZ_002	Evo_Bichat_1_025_T2	Evo_Utrecht_XZ_009	Evo_Utrecht_XZ_003	Evo_Utrecht_XZ_008	Evo_Utrecht_XZ_011	Evo_Utrecht_XZ_006	Evo_Utrecht_XZ_012	Evo_Utrecht_XZ_013	Evo_Utrecht_XZ_019	Evo_Utrecht_XZ_020	Evo_Utrecht_XZ_021
MC3.MG368.AS1.GP1.C34594.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C3749.G7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C47705.G2	0	0	0	2	0	4	0	0	30	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	19	0	0	0	2	0	0	4	0	0	0	0	0	0	0	35	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	1	0	10	17	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	7	0	0	0	0	0	0	14	0	0	0	0	0	1	0	2	0	0	41	0	45	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	1	1	0	43	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C53559.G5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C53560.G7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C55014.G1	0	0	1	9	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	6	0	3	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	5	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	2	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	39	0	54	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C55539.G1	0	0	0	37	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	3	0	0	0	1	0	2	0	0	1	0	4	0	0	0	335	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	16	0	17	0	0	4	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	1	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C56122.G8	0	0	0	341	1	0	0	0	8	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	46	0	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	10	0	140	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C56955.G9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C57684.G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C69021.G4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C72795.G8	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C73505.G8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG368.AS1.GP1.C82687.G2	3	0	0	28	0	2	0	0	0	0	0	18	4	0	0	0	4	0	0	81	0	0	0	0	0	1	0	0	0	6	0	21	0	0	0	0	3	0	0	0	21	0	1	0	14	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	3	0	97	1	2	0	0	0	0	15	2	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	2	7	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	73	6	1	17	0	0	0	0	0	0	0	0
MC3.MG369.AS1.GP1.C12962.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG369.AS1.GP1.C29269.G1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	108	1	4	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	267	1	0	0	0	0	0	0	0	0	1	0	0	0	60	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0
MC3.MG369.AS1.GP1.C43960.G2	33	0	114	0	0	0	0	0	0	1	0	0	68	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	494	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	2	0	0	340	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	1	4	56	0	0	7	0	0	0	0
MC3.MG37.AS1.GP1.C10037.G3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG37.AS1.GP1.C12536.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MC3.MG37.AS1.GP1.C13102.G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG37.AS1.GP1.C13699.G6	14	1	1479	337	4	104	12	0	47	269	573	1	1	0	7	13	27	2	0	212	121	0	3	0	1	0	0	0	3	108	0	5	2	51	2	0	364	0	3	0	8	6	174	0	0	0	1	33	6	8	1	0	2	41	0	7	0	2	173	17	0	2	2	8	28	8	0	3	0	0	0	0	218	2	0	0	0	0	0	170	2	0	0	8	0	0	0	1	3	2	0	32	0	20	5	0	0	68	4	11	2	0	0	49	4	6	0	0	0	1	27	1	4	2	602	0	4	0	1	0	0	162	45	76	21	0	0	3	0	197	6	0	83	1	32	133	0	0	0	1	1	20	18	6	0	3	0	3	12	0	50	0	50	0	0	0	0	0	0	4	1	22	0	0	10	2	0	1	0	1	1	0	2	3	0	0	17	1	1	169	27	0	34	8	0	3	0	0	0	0	0
MC3.MG37.AS1.GP1.C14684.G3	27	0	10	167	707	466	0	0	1	0	0	23	6	0	1	1	127	1	2	45	0	0	0	0	8	77	0	0	0	12	0	258	0	1	0	0	105	0	13	2	0	567	13	0	0	0	119	0	1	5	0	31	12	0	0	12	0	1	231	0	58	143	0	4	7	0	0	424	0	0	1	0	4	0	0	1	1	0	5	38	1	3	0	41	0	0	0	0	5	62	0	3	0	10	1	4	103	31	1	8	43	0	0	8	93	5	20	0	2	0	14	1	0	0	722	0	1	273	1	0	0	367	80	664	0	0	0	11	0	24	1	0	1	57	0	109	0	50	41	0	215	1	0	1062	3	193	0	0	0	8	0	0	0	0	0	0	0	0	4	7	3	0	0	0	0	2	0	0	0	49	1	0	0	0	1	0	229	2	0	120	0	0	23	127	0	1	0	0	0	0	0
MC3.MG37.AS1.GP1.C15335.G7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
MC3.MG37.AS1.GP1.C15897.G1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG37.AS1.GP1.C17660.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG37.AS1.GP1.C1981.G6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
